input,input_fr,input_wo,label
what is the correct exchange rate for getting cash,quel est le taux de change correct pour obtenir de l'argent liquide,Lan mooy njëgu weccoo xaalis bu baax ngir am xaalis bu teew ? ,transaction charged twice
The ATM is messed up. It gave me less than I wanted.,Le distributeur est en panne. Il m'a donné moins que ce que je voulais.,GAB bi dafa paan. Li mu ma jox ci xaalis bokkul ak li ma bëggoon.,wrong amount of cash received
How did you arrive at the rate of exchange? I thought that I would get more cash.,Comment avez-vous obtenu ce taux de change ? Je pensais obtenir plus d'argent.,Naka ngeen amee dayo wecco bii ? Yaakaaroon naa ne sama xaalis dina ëpp lii ,wrong exchange rate for cash withdrawal
Can my job deposit my wages directly into the account.,Mon employeur peut-il déposer mon salaire directement sur le compte ?,Ndax ki may liggéeyal mën na dugal sama saleer sama kont te du jaar ci man?,receiving money
Why would my payment have been returned to my account?,Pourquoi mon paiement aurait-il été retourné sur mon compte ?,Lu tax ñu waroona delloo sama peyoor ci sama kont?,declined transfer
A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?,"Un destinataire m'a fait savoir qu'il n'avait pas reçu la totalité du transfert que j'avais effectué et que c'était en fait un peu moins que ce que j'avais envoyé. À ce stade, je dois effectuer un autre virement pour compenser le montant manquant. Pouvez-vous s'il vous plaît suivre ce qui se passe ici ?","Benn nit bu ma yóonee xaalis xamal na ma ni jotul xaalis bi ma yónnee yëpp, xaalis bi mu jot méngowul ak li ma yónnee.Leegi dama wara def beneen  yóonee xaalis ngir motali xaalis bi matul woon . Ndax mën ngeen toppal li xew fii?",transfer fee charged
What should I do if I think someone stole my details and used my information to make some transactions?,Que dois-je faire si je pense que quelqu’un a volé mes données et utilisé mes informations pour effectuer des transactions ?,Lan laa wara def sudee jàpp naa ni amna ku sàcc samay done te jëfandikoo samay leeral ngir def ay jëflante.,compromised card
What do I do if a transaction shows up twice?,Que dois-je faire si une transaction apparaît deux fois ?,Lu ma wara def sudee amna jëflante bu feeñ ñaari yoon?,beneficiary not allowed
"My wallet isn't showing my top-up, did I do something wrong?","Mon portefeuille n'affiche pas ma recharge, ai-je fait quelque chose de mal ?","Sama kalpe feeñalul sama dugal xaalis, ndax dama def lu jaarul yoon ?",direct debit payment not recognised
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,"Je suis vraiment contrarié car j'ai fait une faute de frappe lors d'un transfert et j'ai maintenant envoyé de l'argent sur le mauvais compte.  Je ne peux pas résoudre ce problème avec l'application.  S'il vous plaît, aidez-moi immédiatement !","Dama jaxle lool ndax def naa njuumte ci bi may bind limat gi ngir yónnee xaalis, leegi yónnee naa xaalis bi ci kont bu baaxul.  Mënu mako  saafaral ak aplikasioŋ bi.  Dama soxla ndimbal ci saasi!",cancel transfer
How long does it take for cash withdrawals to hit my account?,Combien de temps faut-il pour que les retraits d'espèces arrivent sur mon compte ?,Ñaata waxtu laa war a toog ngir xaalis bi ma jël feeñ ci sama kont ?,pending cash withdrawal
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,Le chèque que je vous ai envoyé pour dépôt il y a quelques jours n'a pas encore été encaissé sur mon compte. Quel est le problème ?,"Sekk bi ma la yónnee fan yu néew ci ginnaaw ngir nga duggal ko ci sama kont, ba leegi duggaluñu ko. Luy jafe-jafe bi?",verify top up
Hi! What documents can I use to verify my identity?,Bonjour ! Quels documents puis-je utiliser pour vérifier mon identité ?,Nangeen def! Yan këyit laa mëna jëfandikoo ngir xool sama dàntite?,pending transfer
I want to add funds to my account. What payment methods are accepted?,Je souhaite créditer mon compte. Quels modes de paiement sont acceptés ?,Dama bëgga duggal xaalis ci sama kont. Yan xeetu payoor  lañuy nangu?,supported cards and currencies
How much is the charge for a foreign currency exchange?,Combien coûte un échange de devises étrangères ?,Nëgu weccoo xaalisu bitim réew ñaata la?,exchange charge
What is the max amount of disposable cards I'm allowed.,Quelle est la quantité maximale de cartes jetables à laquelle je suis autorisé ?,Lan mooy limu kàrti jëfandiku-sànni yi ñu daganal ?,disposable card limits
Where can I pay with my card?,Où puis-je payer avec ma carte ?,Fan laa mëna fay ak sama kàrt?,card acceptance
I still don't have a refund.,Je n'ai toujours pas de remboursement.,Ba leegi delloowuñu ma .,topping up by card
"I have my card, when whill my PIN be available?","J'ai ma carte, quand mon code PIN sera-t-il disponible ?","Maa ngi yore sama kàrt, kañ la sama kod PIN di yemb ? ",get physical card
What type of card will I receive?,Quel type de carte vais-je recevoir ?,Ban xeetu kàrt laa wara jot ?,top up by card charge
Will I get Visa or MasterCard?,Vais-je obtenir une carte Visa ou MasterCard ?,Ndax dinaa am kàrt wisa wala Master kàrt?,visa or mastercard
When will the money be made available in my account?,Quand l'argent sera-t-il disponible sur mon compte ?,Kañ la xaalis bi di yegsi ci sama kont ?,transfer timing
Not sure what my password is.,Je ne sais pas quel est mon mot de passe.," Xamuma luy sama baatu-jàll.
",transfer timing
Why isn't my money from a check deposit showing?,Pourquoi mon argent provenant d'un dépôt de chèque n'apparaît-il pas ?,Lu tax sama xaalis bi ma duggal ci sekk bi feeñul?,balance not updated after cheque or cash deposit
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,Comment puis-je vérifier le montant de mes dépenses gratuites restantes ? J'ai des achats importants à venir et je voudrais savoir où trouver des informations.,"Naka laa mëna xoolee xaalisu depans yu ma dul fay dara ñaata moo si  des? Am naa ay mbir yu am solo yu ma wara jënd, te bëggoon naa xam fuma mëna amee ay xibaar.",card payment fee charged
I need a second card on this account for my daughter.,J'ai besoin d'une deuxième carte sur ce compte pour ma fille.,Yittewoo naa ñaarelu kàrt ci kont bii ngir sama doom,getting spare card
I would like to receive a refund for something I bought.,J'aimerais recevoir un remboursement pour quelque chose que j'ai acheté.,Dama bëgga am ab delloo ngir lenn lu ma jënd .,request refund
I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?,"J’ai effectué un paiement par carte il y a quelques jours maintenant, mais il semble que l’argent soit bloqué. Combien de temps faut-il généralement pour que le paiement soit effectué ?","Ay fan yu néew ci ginaaw laa fay ak kàrt, waaye dafa melni xaalis bi demul . Ñaata waxtu lay payoor gi dem?",pending card payment
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?","Hé, j'ai vérifié que mes coordonnées bancaires sont correctes, c'est sûr. Le virement est toujours en attente. Ce n'est pas si difficile de transférer de l'argent vers un autre pays en 2018, n'est-ce pas ?","Xoolaat naa ndax sama kont dafa am ay lëndamte, wax nañu dëgg. Xaalis baa ngi ci pekku négandiku bu yàgg  ba tay. Jafewul woon lool yónnee xaalis meneen réew ci atum 2018, dëggam ?",pending transfer
Can you tell me why a refund I'm owed is not showing on my statement?,Pouvez-vous me dire pourquoi un remboursement qui m'est dû n'apparaît pas sur mon relevé ?,Ndax mën ngeen ma wax lu tax xaalis bi ñu ma wara delloo nekkul ci sama rëlëwe?,Refund not showing up
What could possibly be the cause of my failed transfer?,Quelle pourrait être la cause de l’échec de mon transfert ?,Lan mooy sabab bi wara tax sama yònnee xaalis bi lajj ?,automatic top up
How to modify my details.,Comment modifier mes coordonnées.,Naka lañuy soppee sama done?,edit personal details
Can I use my account before the identity verification is complete?,Puis-je utiliser mon compte avant que la vérification d’identité ne soit terminée ?,Ndax mën naa jëfandikoo sama kont balaa ñuy pare xool sama dàntite?,why verify identity
What is the maximum top up?,Quel est le montant maximum de recharge ?,Lan mooy limu xaalis bi gëna bari bi ñu mëna sarse?,top up limits
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,J’ai mis la mauvaise goupille trop de fois et maintenant elle est bloquée. Pouvez-vous m’aider à le débloquer ?,"Dama def pin bu baaxul bi yoon yu bari, leegi dafa tëju. Ndax mën ngeen ma jàppale ma tijji ko?",pin blocked
Why is it taking so long for my money to appear in my account? I have been waiting a week!,Pourquoi mon argent met-il autant de temps à apparaître sur mon compte ? J'attends depuis une semaine !,Lan moo tax xaalis bi yeex a duggee nii ci sama kont ? Ayu-bés a ngi nii maa ngi xaar.,balance not updated after cheque or cash deposit
The exchange rate I was charged for a purchase was not right.,Le taux de change qui m’a été facturé pour un achat n’était pas correct.,Njëg li ñu ma feyeeku ngir jënd jaarul yoon.,card payment wrong exchange rate
I will be traveling and want money to be added automatically in certain intervals. Is this possible?,Je pars en voyage et je souhaite que l'argent soit ajouté automatiquement à intervalles réguliers. Est-ce possible ?,Damay tukki te bëgg naa sama xaalis bi yokk ci ay waxtu yu wuute. Ndax loolu mën na nekk ?,automatic top up
why isn't my top-up going through?,pourquoi ma recharge n'arrive-t-elle pas ?,Lu tax sama sarse ñëwul?,pending top up
Something's wrong my card won't work.,"Il y a un problème, ma carte ne fonctionne pas.","Jafe-jafe am na, sama kàrt doxul",card not working
Why hasn't my top up gone through?,Pourquoi ma recharge n'a-t-elle pas été effectuée ?,Lu tax sama sarsamã jàllagul ?,pending top up
A direct debit appears in the app but I didn't authorize it.,Un prélèvement automatique apparaît dans l'application mais je ne l'ai pas autorisé.,Amna génnee otomatik bu feeñ ci aplikaasiyoŋ bi te diglewumako.,direct debit payment not recognised
"I just want to top-up, why do I need to verify anything?","Je souhaite simplement recharger mon compte, pourquoi dois-je vérifier quoi que ce soit ?","Dama bëgg sarse sama kont, lu tax mu am lu ma wara xool ? ",supported cards and currencies
What is the most that I can top-up to a card?,Quel est le maximum que je peux recharger sur une carte ?,Lan mooy lu gëna bari ci li ma mëna def xaalis  ak kàrt?,top up limits
My friend would like to send me money. What are the options available to them?,Mon ami souhaite m'envoyer de l'argent. Quelles sont ses options ?,Sama xarit dafa ma bëgg yónnee xaalis. Lan mooy ay tànneefam?,receiving money
My statement shows different transaction times.,Mon relevé indique des heures de transaction différentes.,Sama  rëlëwe wone na ay waxtu jëflante yu wuute.,receiving money
Why is it required to verify my identity?,Pourquoi est-il nécessaire de vérifier mon identité ?,Lan moo tax ñu wara xool sama jëmm?,why verify identity
I would like a  physical card sent to me.,Je souhaite qu’une carte physique m’ait été envoyée.,Bëgg naa ñu yónnee ma kàrt fizik.,order physical card
My PIN was entered wrong and now I am blocked.  Please unblock.,Mon code PIN a été mal saisi et je suis désormais bloqué.  Veuillez débloquer.,"Ni ñu dugale sama baatu ubbikay  baaxul, leegi dañu tëj sama kont.  Baal ma ubbil ma kont bi.",pin blocked
How can I stop someone from using my card after I lost it yesterday.,Comment puis-je empêcher quelqu'un d'utiliser ma carte après l'avoir perdue hier ?,Naka laa mën a fexee ba kenn du jëfandikoo sama kàrt bi ma réer démb ?,lost or stolen phone
When will my top up process?, Quand mon rechargement sera-t-il traité ?,kañ la ñuy traité sama recharge,extra charge on statement
What are the disposable cards used for?,A quoi servent les cartes jetables ?,Lan la kàrti xamle yi di jariñ ?,get disposable virtual card
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,Pourquoi suis-je facturé pour effectuer des retraits d’espèces ? Je pensais qu’ils étaient censés être libres !,Lan moo tax ma wara fey ngir jël xaalis? Jàppoon naa ni doo joxe dara!,cash withdrawal charge
