input,input_fr,input_wo,label
My transfer has been declined.,Mon transfert a été refusé.,Gàntal nañu xaalis bi ma doon yónne ,declined transfer
A fee shouldn't apply to me if my card was stolen.,Aucun frais ne devrait s’appliquer à moi si ma carte a été volée.,"sufekkee ni dañu sàccee sama kàrt, waru ñu ma feye ku dara.",lost or stolen card
i need to top up by card.,j'ai besoin de recharger par carte.,Dama war a defaat xaalis ci kàrt bi.,topping up by card
Why am I getting double charged for multiple transactions?,Pourquoi suis-je facturé deux fois pour plusieurs transactions ?,Lu tax ñu faktiir ma ñaari yoon ci jëflante yu bari?,transaction charged twice
"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?","Des frais ont été débités sur ma carte ces derniers jours, mais je suis presque certain de ne pas les avoir effectués. Pourriez-vous les bloquer ? Comment puis-je récupérer mon argent, puisque ce n'est pas moi ?","Am na ay deppãas yi nu def ci sama kàrt ci fan yii, te man leer na ma ne defuma ko, ndax mën ngeen ko ma dakkalal. Naka laa mën na fexe ñu delloo ma sama xaalis segam du man maa ko def",card payment not recognised
is there a way to do automatic top up,existe-t-il un moyen de faire une recharge automatique,Ndax amna anam wuñu mëna sarse ci saasi,automatic top up
I deposited a cheque but I don't see the funds in my account.,J'ai déposé un chèque mais je ne vois pas les fonds sur mon compte.,Dugal naa ab seg waaye gisuma xaalis ci sama kont.,balance not updated after cheque or cash deposit
Can you check the exchange rate on a cash transaction I did overseas,Pouvez-vous vérifier le taux de change sur une transaction en espèces que j'ai effectuée à l'étranger ?,Ndax mën ngeen a xool dayo weccoo xaalis bi ñeel benn jokkalante koppar bu ma defe bitim-réew ?,wrong exchange rate for cash withdrawal
I think the exchange rate was incorrect.,Je pense que le taux de change était incorrect.,Dama yaakaar ni njëgu weccoo xaalis bi jaarul yoon.,wrong exchange rate for cash withdrawal
"I'd like to get a Visa card, please.","J'aimerais obtenir une carte Visa, s'il vous plaît.","Bëggoon naa am ab kàrtu visa, nga jàppale ma !",visa or mastercard
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?","J'ai tenté de recharger ma carte ce matin, mais la transaction a échoué. J'ai reçu la carte il y a deux jours et j'ai réussi à l'utiliser auparavant. Pourriez-vous m'aider s'il vous plaît?","Jéem naa sarsewaat sama kàrt ci suba, waaye jëflante bi da lajj. Ñaari fan ci ginaaw lañu ma jox kàrt bi, te mënoon naa ko jëfandikoo bu njëkk. Ndax mën ngeen ma dimbali ngir yàlla?",top up failed
I was just needing to know why my card got declined,J'avais juste besoin de savoir pourquoi ma carte avait été refusée,Dama bëggoon xam rekk lu tax ñu bañ sama kàrt,declined card payment
I have a second credit card from the US. Will you take it?,J'ai une deuxième carte de crédit américaine. L'accepterez-vous ?,Am naa beneen kàrtu bor bu Amerig. Ndax dangeen koy nangu ?,supported cards and currencies
Is there a reason why there is an extra £1 charge on my account?,Y a-t-il une raison pour laquelle un supplément de 1 £ est facturé sur mon compte ?,Ndax amna lu waral ñuy jël lu ëpp 650 frs cfa ci sama kont?,extra charge on statement
What is your check-cashing policy?,Quel est votre politique d’encaissement de chèques ?,Lan mooy seen politiku jël sek?,top up by cash or cheque
what is the cost for exchanging currencies?,quel est le coût du change de devises ?,Luy njëgu weccoo xaalis bi?,exchange charge
Where can I find the verification code for the top up card?,Où puis-je trouver le code de vérification de la carte de recharge ?,Fan laa mën a gisee sama kodu cambaru kàrtu sarsamã ?,verify top up
What do I need to do to perform identity checks?,Que dois-je faire pour effectuer des contrôles d’identité ?,Lan laa war a def ngir amal ay cambari dàntite ?,verify my identity
Is a bank transfer acceptable for topping up my account?,Un virement bancaire est-il acceptable pour recharger mon compte ?,Ndax mën naa sarsee sama kont jaare ko ci ndugalum koppar ?,transfer into account
Where can virtual cards be ordered?,Où peut-on commander des cartes virtuelles ?,Fan laa mën a wutee ay kàrti xarala ?,getting virtual card
Why is my disposable card not working?,Pourquoi ma carte jetable ne fonctionne pas ?,Lu tax sama kàrt bi nga xam ne benn yoon rekk laa ko mën a jëfandikoo doxul ?,virtual card not working
What are acceptable documents to prove my identity?,Quels sont les documents acceptables pour prouver mon identité ?,Yan këyit lanu nangu ngir sama cambarug dàntite ?,verify my identity
Please tell me about disposable cards.,"S'il vous plaît, parlez-moi des cartes jetables.",Ngir yàlla wax leen ma ci kàrt yu ñuy sànni.,get disposable virtual card
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.","Je ne peux pas transférer d'argent de mon compte vers le compte de mon ami, il continue de le rejeter. Pouvez-vous me dire pourquoi ? J'ai suffisamment de fonds sur mon compte pour effectuer le transfert.","Mënuma toxal xaalis ci sama kont  mu jëm ci kontu sama xarit, daa wéy di bañ. Ndax mën ngama wax lu tax? Am naa xaalis bu doy ci sama kont  ngir def toxal bi.",failed transfer
I need to see where my money came from.,J’ai besoin de voir d’où vient mon argent.,Dama bëgga gis fi sama xaalis di joge.,verify source of funds
Why am I being a charged for using my card?,Pourquoi suis-je facturé pour l’utilisation de ma carte ?,Lu tax sama jëfandikug kàrt laaj ay fere ?,card payment fee charged
I received the wrong amount of cash from the ATM. Can you help?,J'ai reçu un montant d'argent erroné au distributeur. Pouvez-vous m'aider ?,Limu xaalis bi ma jote ci GAB bi juum naa. Mën ngama dimbali?,wrong amount of cash received
The money has not yet been placed in recipients account.,L'argent n'a pas encore été déposé sur le compte du bénéficiaire.,Xaalis bi dugagul ci kontu ñi ñu ko yónne ?,transfer not received by recipient
Looks like my top up failed.,On dirait que ma recharge a échoué.,Daa melni sama sarse dafa lajj.,top up failed
Is there a problem with the payment that I see is still pending?,Y a-t-il un problème avec le paiement que je vois toujours en attente ?,Ndax peyoor  bi may gis te mu nekk ci pekku négandiku ab lënt-lënt la ?,pending card payment
I didn't get the right amount of  cash because of the exchange rate.,Je n'ai pas reçu le montant d'argent nécessaire à cause du taux de change.,Mujjuwuma jot ci xaalis bi ma doon sàkku  ndax njëgu weccoo bu jéggi dayo bi ,wrong exchange rate for cash withdrawal
The app does not know it is me.,L'application ne sait pas que c'est moi.,Aplikaasiyoŋ bi xàmmeewuma woon ,unable to verify identity
I made a payment but it was returned.,J’ai fait un paiement mais il m’a été retourné.,Dama def benn payoor waaye delloo nañu ma ko.,reverted card payment?
How do I receive a refund for my item?,Comment puis-je recevoir un remboursement pour mon article ?,Naka laa mëna jotaatee sama xaalis ci benn mbir?,request refund
"I received the wrong color and size, can I return it?","J'ai reçu la mauvaise couleur et la mauvaise taille, puis-je le retourner ?",Wirgo wi ak tolluwaay bi jot yépp benn jaaru ci yoon. Ndax mën naa ko delloo ?,request refund
"I need to change my name, since i just got married","Je dois changer de nom, car je viens de me marier.",Dama war a soppi sama tur ndax dama am jëkker,edit personal details
There was an extra fee when I was at the ATM.  Why?,Il y avait des frais supplémentaires au distributeur. Pourquoi ?,"Bi ma demee ci GAB, feyloo nañu ma yeneeni fere. Lu ko waral ?",cash withdrawal charge
Where do you mail physical cards?,Où envoyez-vous les cartes physiques ?,Fan ngay yònnee kàrt fisik yi?,order physical card
Do I need to set a limit on auto top-up?,Dois-je définir une limite pour le rechargement automatique ?,Ndax dama war a àppal sarsamã bu gaaw bi ?,automatic top up
"i have been trying to add money with apple pay but it wont work, why?","j'ai essayé d'ajouter de l'argent avec Apple Pay mais cela ne fonctionne pas, pourquoi ?","Jéem naa yokk xaalis ak Apple Pay bi waaye loolu mënul dox, lu tax?",apple pay or google pay
My card wont work at an ATM,Ma carte ne fonctionne pas à un guichet automatique,Sama kàrt du dox ci GAB yi ,declined cash withdrawal
Who is giving me my money?,Qui me donne mon argent ?,Kan moo may jox sama xaalis ?,verify source of funds
How do I link my new card?,Comment associer ma nouvelle carte ?,Naka lay boolee sama kàrt bu bees bi ak bu njëkk bi?,card linking
Transfers from the US how long will the wait be?,Transferts depuis les USA combien de temps faudra-t-il attendre ?,Lan mooy diiru xaalis boo xam ne Etats-Unis lañu ko yónneewee ?,transfer timing
How do I change my last name?,Comment puis-je changer mon nom de famille ?,Naka laa mën a soppiwee sama sant ?,edit personal details
What type of card can I get?,Quel type de carte puis-je obtenir ?,Ban xeetu kàrt laa mën a am ?,visa or mastercard
I have my card here with me and someone has just made a withdrawal for 500. Please help!,"J’ai ma carte ici avec moi et quelqu’un vient d’effectuer un retrait pour 500. Aider, s’il vous plaît!","Yor naa sama kàrt fii ak man, te amna ku ci dindi 500 fcfa. Ndimbël, ngir yalla!",cash withdrawal not recognised
"It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the card was declined. I tried more than once and it was the same thing each time.","Il semble que vous refusiez sans cesse mes virements. Avant, ça fonctionnait toujours très bien. Mais il y a quelques instants, alors que j'essayais d'acheter quelque chose, ma carte a été refusée. J'ai essayé plusieurs fois, et c'était toujours pareil.",Dafa mel ne yeen a wéy di gàntal xaalis bi may dugal ci sama kont. Dama doon jéem a am lu may jënd waaye kàrt bi jàllul. Jéem naa jéemati waaye dara.,declined transfer
What commission do you take for currency exchage?,Quelle commission prenez-vous pour l’exportation de devises ?,Ban komisioŋ ngeeni jël ngir yóbbu xaalis bi?,exchange charge
"I took out money, and didn't get all of it.",J'ai retiré de l'argent et je n'ai pas tout récupéré.,Doon naa génne xaalis waaye jotuma ci lépp,wrong amount of cash received
I have zero dollars in my account. Can I submit additional funds via bank transfer?,Je n'ai aucun dollar sur mon compte. Puis-je soumettre des fonds supplémentaires par virement bancaire ?,Amuma benn CFA ci sama kont. Ndax mën naa yónnee xaalis bu gëna bari ci yóonee bànkeer?,transfer into account
Can I see where my money came from?,Puis-je voir d’où vient mon argent ?,Ndax mën naa gis fan la sama xaalis bawoo?,verify source of funds
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,Pourquoi des frais me sont-ils facturés sur certaines transactions et pas sur d'autres ? Qu'est-ce qui me manque ici ? Je ne trouve pas où voir la structure des frais sur mon compte. Aidez-moi !,"Lu tax ñu teg ma ay fere ndax yenn  jëflante , lan laa amul fii? , gisuma fu  njëg yi nekk ci sama kont joge. Dimbali ma? ",card payment fee charged
Is my daughter eligible to open an account?,Ma fille est-elle éligible pour ouvrir un compte ?,Ndax sama doom mën na tijji ab kont ?,age limit
"When I went to $100, all the machine would give me was $20.","Quand je suis passé à 100 $, tout ce que la machine me donnait était 20 $.","Bima yeggee ci 52 frs CFA, jëfandikaay  bi daf ma jox ludul 10500 frs CFA.",wrong amount of cash received
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,"Je ne sais pas ce qui se passe, mais tous mes transferts sont refusés. J'ai vérifié les coordonnées du destinataire à deux reprises. Elles sont toutes correctes.",Xamuma lu xew waaye sama jokkalnte koppar yépp lañu gàntal. Xoolaat naa ñaari yoon xibaari kontu ki ma koy yónnee waaye amul benn njuumte.,declined transfer
I attemped a transfer and it didn't go through.,J'ai tenté un transfert et cela n'a pas abouti.,Jéem naa yóonee xaalis waaye sottiwul.,failed transfer
When will you be taking orders for disposable virtual cards?,Quand prendrez-vous les commandes de cartes virtuelles jetables ?,Kañ ngeeni jël komàndu kàrt wirtuel yu ñuy sànni?,get disposable virtual card
